clean_date,total_articles,positive,neutral,negative,average_score,average_confidence,positive_ratio,neutral_ratio,negative_ratio,sentiment_index
2018-04-22,1,1,0,0,1.0,0.93830668926239,1.0,0.0,0.0,1.0
2018-04-24,2,0,2,0,0.0,0.923540472984314,0.0,1.0,0.0,0.0
2018-05-02,1,1,0,0,1.0,0.5899595022201538,1.0,0.0,0.0,1.0
2018-05-03,1,1,0,0,1.0,0.8306605815887451,1.0,0.0,0.0,1.0
2018-05-06,1,0,0,1,-1.0,0.9533722400665284,0.0,0.0,1.0,-1.0
2018-05-07,1,0,0,1,-1.0,0.938362956047058,0.0,0.0,1.0,-1.0
2018-05-09,1,0,1,0,0.0,0.95067298412323,0.0,1.0,0.0,0.0
2018-05-18,1,0,1,0,0.0,0.944793701171875,0.0,1.0,0.0,0.0
2018-05-27,1,0,1,0,0.0,0.925498902797699,0.0,1.0,0.0,0.0
2018-05-30,1,0,0,1,-1.0,0.9651687741279602,0.0,0.0,1.0,-1.0
2018-05-31,1,0,0,1,-1.0,0.9692817330360411,0.0,0.0,1.0,-1.0
2018-06-03,3,0,1,2,-0.6666666666666666,0.8650804360707601,0.0,0.3333333333333333,0.6666666666666666,-0.6666666666666666
2018-06-04,2,0,1,1,-0.5,0.7722724676132202,0.0,0.5,0.5,-0.5
2018-06-05,2,0,0,2,-1.0,0.6943638622760773,0.0,0.0,1.0,-1.0
2018-06-06,3,0,2,1,-0.3333333333333333,0.6643495957056681,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2018-06-07,1,0,0,1,-1.0,0.9461132287979126,0.0,0.0,1.0,-1.0
2018-06-10,2,0,1,1,-0.5,0.8721550703048706,0.0,0.5,0.5,-0.5
2018-06-12,1,0,1,0,0.0,0.9468405842781068,0.0,1.0,0.0,0.0
2018-06-13,2,0,1,1,-0.5,0.930343359708786,0.0,0.5,0.5,-0.5
2018-06-15,1,0,1,0,0.0,0.757597804069519,0.0,1.0,0.0,0.0
2018-06-17,1,0,0,1,-1.0,0.9588340520858764,0.0,0.0,1.0,-1.0
2018-06-19,2,0,1,1,-0.5,0.9443314373493195,0.0,0.5,0.5,-0.5
2018-06-21,1,0,1,0,0.0,0.9492254257202148,0.0,1.0,0.0,0.0
2018-06-22,2,0,2,0,0.0,0.8725088238716125,0.0,1.0,0.0,0.0
2018-06-25,1,0,0,1,-1.0,0.9313262104988098,0.0,0.0,1.0,-1.0
2018-06-29,1,0,1,0,0.0,0.9491910934448242,0.0,1.0,0.0,0.0
2018-07-03,1,0,0,1,-1.0,0.8200984001159668,0.0,0.0,1.0,-1.0
2018-07-08,2,0,1,1,-0.5,0.7898796498775482,0.0,0.5,0.5,-0.5
2018-07-09,2,0,2,0,0.0,0.8533951938152313,0.0,1.0,0.0,0.0
2018-07-10,1,0,0,1,-1.0,0.8835867047309875,0.0,0.0,1.0,-1.0
2018-07-11,1,0,0,1,-1.0,0.9334022998809814,0.0,0.0,1.0,-1.0
2018-07-12,1,0,0,1,-1.0,0.9605945348739624,0.0,0.0,1.0,-1.0
2018-07-15,1,1,0,0,1.0,0.7407419681549072,1.0,0.0,0.0,1.0
2018-07-16,1,1,0,0,1.0,0.927642822265625,1.0,0.0,0.0,1.0
2018-07-17,3,0,2,1,-0.3333333333333333,0.9440444906552633,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2018-07-18,2,0,0,2,-1.0,0.9641382098197938,0.0,0.0,1.0,-1.0
2018-07-19,1,0,0,1,-1.0,0.916787564754486,0.0,0.0,1.0,-1.0
2018-07-20,1,0,1,0,0.0,0.8050899505615234,0.0,1.0,0.0,0.0
2018-07-22,2,0,1,1,-0.5,0.9305412173271179,0.0,0.5,0.5,-0.5
2018-07-23,1,1,0,0,1.0,0.684806227684021,1.0,0.0,0.0,1.0
2018-07-24,1,1,0,0,1.0,0.5875532627105713,1.0,0.0,0.0,1.0
2018-07-25,1,0,0,1,-1.0,0.918146014213562,0.0,0.0,1.0,-1.0
2018-07-26,1,0,0,1,-1.0,0.94203382730484,0.0,0.0,1.0,-1.0
2018-07-27,1,0,0,1,-1.0,0.9102131128311156,0.0,0.0,1.0,-1.0
2018-07-29,1,1,0,0,1.0,0.8961533308029175,1.0,0.0,0.0,1.0
2018-07-30,1,1,0,0,1.0,0.6916016936302185,1.0,0.0,0.0,1.0
2018-07-31,1,1,0,0,1.0,0.6147964596748352,1.0,0.0,0.0,1.0
2018-08-01,1,1,0,0,1.0,0.8803603649139404,1.0,0.0,0.0,1.0
2018-08-02,1,0,0,1,-1.0,0.945516049861908,0.0,0.0,1.0,-1.0
2018-08-03,1,0,1,0,0.0,0.9348725080490112,0.0,1.0,0.0,0.0
2018-08-05,1,0,0,1,-1.0,0.5702605247497559,0.0,0.0,1.0,-1.0
2018-08-06,1,0,0,1,-1.0,0.5464657545089722,0.0,0.0,1.0,-1.0
2018-08-07,1,1,0,0,1.0,0.4860641062259674,1.0,0.0,0.0,1.0
2018-08-09,1,0,0,1,-1.0,0.9558939337730408,0.0,0.0,1.0,-1.0
2018-08-12,1,0,0,1,-1.0,0.972015917301178,0.0,0.0,1.0,-1.0
2018-08-13,1,1,0,0,1.0,0.586994469165802,1.0,0.0,0.0,1.0
2018-08-15,1,1,0,0,1.0,0.6936742067337036,1.0,0.0,0.0,1.0
2018-08-16,1,1,0,0,1.0,0.9020328521728516,1.0,0.0,0.0,1.0
2018-08-19,1,0,0,1,-1.0,0.9642673134803772,0.0,0.0,1.0,-1.0
2018-08-20,1,0,0,1,-1.0,0.9678048491477966,0.0,0.0,1.0,-1.0
2018-08-21,1,0,0,1,-1.0,0.9118770956993104,0.0,0.0,1.0,-1.0
2018-08-22,1,0,0,1,-1.0,0.9626196026802064,0.0,0.0,1.0,-1.0
2018-08-23,1,0,0,1,-1.0,0.9703115224838256,0.0,0.0,1.0,-1.0
2018-08-26,1,0,0,1,-1.0,0.9326753616333008,0.0,0.0,1.0,-1.0
2018-08-28,1,0,0,1,-1.0,0.5170280933380127,0.0,0.0,1.0,-1.0
2018-08-29,1,0,0,1,-1.0,0.9590442776679992,0.0,0.0,1.0,-1.0
2018-08-30,1,1,0,0,1.0,0.6577469706535339,1.0,0.0,0.0,1.0
2018-09-02,1,1,0,0,1.0,0.7082032561302185,1.0,0.0,0.0,1.0
2018-09-03,1,1,0,0,1.0,0.8595091104507446,1.0,0.0,0.0,1.0
2018-09-04,1,1,0,0,1.0,0.6252574920654297,1.0,0.0,0.0,1.0
2018-09-05,1,0,1,0,0.0,0.7591738104820251,0.0,1.0,0.0,0.0
2018-09-06,1,0,0,1,-1.0,0.7605510950088501,0.0,0.0,1.0,-1.0
2018-09-09,1,0,0,1,-1.0,0.924172580242157,0.0,0.0,1.0,-1.0
2018-09-10,1,0,0,1,-1.0,0.9517184495925904,0.0,0.0,1.0,-1.0
2018-09-11,1,1,0,0,1.0,0.8958194255828857,1.0,0.0,0.0,1.0
2018-09-12,1,1,0,0,1.0,0.6754398345947266,1.0,0.0,0.0,1.0
2018-09-13,1,0,1,0,0.0,0.6445496678352356,0.0,1.0,0.0,0.0
2018-09-16,1,0,1,0,0.0,0.4519917964935303,0.0,1.0,0.0,0.0
2018-09-17,1,0,0,1,-1.0,0.6622169017791748,0.0,0.0,1.0,-1.0
2018-09-18,2,1,0,1,0.0,0.6221055388450623,0.5,0.0,0.5,0.0
2018-09-20,1,0,0,1,-1.0,0.9542792439460754,0.0,0.0,1.0,-1.0
2018-09-23,1,0,0,1,-1.0,0.6758232116699219,0.0,0.0,1.0,-1.0
2018-09-25,1,0,1,0,0.0,0.545722484588623,0.0,1.0,0.0,0.0
2018-09-26,1,0,0,1,-1.0,0.9522833824157716,0.0,0.0,1.0,-1.0
2018-09-27,1,0,0,1,-1.0,0.9513468146324158,0.0,0.0,1.0,-1.0
2018-09-28,1,0,0,1,-1.0,0.913899838924408,0.0,0.0,1.0,-1.0
2018-09-30,1,0,0,1,-1.0,0.9041501879692078,0.0,0.0,1.0,-1.0
2018-10-01,1,0,0,1,-1.0,0.935260534286499,0.0,0.0,1.0,-1.0
2018-10-02,1,1,0,0,1.0,0.4495655298233032,1.0,0.0,0.0,1.0
2018-10-03,1,0,0,1,-1.0,0.9288927316665648,0.0,0.0,1.0,-1.0
2018-10-04,1,0,0,1,-1.0,0.9182936549186708,0.0,0.0,1.0,-1.0
2018-10-07,1,0,0,1,-1.0,0.892349123954773,0.0,0.0,1.0,-1.0
2018-10-08,1,0,1,0,0.0,0.4988687634468078,0.0,1.0,0.0,0.0
2018-10-10,2,0,1,1,-0.5,0.7501661479473114,0.0,0.5,0.5,-0.5
2018-10-11,1,0,0,1,-1.0,0.6423982977867126,0.0,0.0,1.0,-1.0
2018-10-14,2,0,1,1,-0.5,0.659166231751442,0.0,0.5,0.5,-0.5
2018-10-15,1,0,0,1,-1.0,0.6089468598365784,0.0,0.0,1.0,-1.0
2018-10-21,3,1,1,1,0.0,0.7979620893796285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2018-10-22,1,0,0,1,-1.0,0.938809335231781,0.0,0.0,1.0,-1.0
2018-10-23,2,0,1,1,-0.5,0.917661190032959,0.0,0.5,0.5,-0.5
2018-10-24,1,1,0,0,1.0,0.6721782684326172,1.0,0.0,0.0,1.0
2018-10-25,1,0,0,1,-1.0,0.8314365744590759,0.0,0.0,1.0,-1.0
2018-10-28,1,0,0,1,-1.0,0.9540513157844543,0.0,0.0,1.0,-1.0
2018-10-29,1,0,0,1,-1.0,0.8838595747947693,0.0,0.0,1.0,-1.0
2018-10-30,1,0,0,1,-1.0,0.5742413401603699,0.0,0.0,1.0,-1.0
2018-10-31,1,0,0,1,-1.0,0.6458398699760437,0.0,0.0,1.0,-1.0
2018-11-01,1,0,0,1,-1.0,0.8751397132873535,0.0,0.0,1.0,-1.0
2018-11-02,1,0,1,0,0.0,0.9490402936935424,0.0,1.0,0.0,0.0
2018-11-04,1,0,0,1,-1.0,0.9218319654464722,0.0,0.0,1.0,-1.0
2018-11-05,2,0,2,0,0.0,0.8126440644264221,0.0,1.0,0.0,0.0
2018-11-11,1,0,0,1,-1.0,0.9559266567230223,0.0,0.0,1.0,-1.0
2018-11-12,1,0,0,1,-1.0,0.8595160245895386,0.0,0.0,1.0,-1.0
2018-11-13,1,1,0,0,1.0,0.5314502716064453,1.0,0.0,0.0,1.0
2018-11-14,1,0,1,0,0.0,0.7455925345420837,0.0,1.0,0.0,0.0
2018-11-15,1,0,0,1,-1.0,0.8832708597183228,0.0,0.0,1.0,-1.0
2018-11-18,1,0,0,1,-1.0,0.9417007565498352,0.0,0.0,1.0,-1.0
2018-11-19,2,0,0,2,-1.0,0.7813284993171692,0.0,0.0,1.0,-1.0
2018-11-20,1,0,0,1,-1.0,0.9298536777496338,0.0,0.0,1.0,-1.0
2018-11-21,2,0,1,1,-0.5,0.7123901546001434,0.0,0.5,0.5,-0.5
2018-11-22,2,0,1,1,-0.5,0.8442906737327576,0.0,0.5,0.5,-0.5
2018-11-23,1,0,0,1,-1.0,0.8240878582000732,0.0,0.0,1.0,-1.0
2018-11-25,2,1,0,1,0.0,0.929358035326004,0.5,0.0,0.5,0.0
2018-11-26,1,0,0,1,-1.0,0.8953112363815308,0.0,0.0,1.0,-1.0
2018-11-27,1,0,0,1,-1.0,0.5375497341156006,0.0,0.0,1.0,-1.0
2018-11-28,1,0,0,1,-1.0,0.9248747229576112,0.0,0.0,1.0,-1.0
2018-11-29,1,0,0,1,-1.0,0.9628201127052308,0.0,0.0,1.0,-1.0
2018-11-30,1,0,1,0,0.0,0.9496567845344543,0.0,1.0,0.0,0.0
2018-12-02,1,0,0,1,-1.0,0.9608888030052184,0.0,0.0,1.0,-1.0
2018-12-03,2,0,0,2,-1.0,0.850756049156189,0.0,0.0,1.0,-1.0
2018-12-04,1,1,0,0,1.0,0.8976584076881409,1.0,0.0,0.0,1.0
2018-12-05,1,0,0,1,-1.0,0.965209424495697,0.0,0.0,1.0,-1.0
2018-12-06,1,0,0,1,-1.0,0.4142481684684753,0.0,0.0,1.0,-1.0
2018-12-07,1,0,1,0,0.0,0.911636769771576,0.0,1.0,0.0,0.0
2018-12-09,3,0,2,1,-0.3333333333333333,0.8269110520680746,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2018-12-10,1,1,0,0,1.0,0.6831212639808655,1.0,0.0,0.0,1.0
2018-12-11,2,0,1,1,-0.5,0.9460230469703674,0.0,0.5,0.5,-0.5
2018-12-12,1,0,0,1,-1.0,0.7350656390190125,0.0,0.0,1.0,-1.0
2018-12-13,1,0,0,1,-1.0,0.6460291743278503,0.0,0.0,1.0,-1.0
2018-12-16,1,1,0,0,1.0,0.7506704330444336,1.0,0.0,0.0,1.0
2018-12-17,2,0,1,1,-0.5,0.662819892168045,0.0,0.5,0.5,-0.5
2018-12-18,1,0,0,1,-1.0,0.911341428756714,0.0,0.0,1.0,-1.0
2018-12-19,2,0,1,1,-0.5,0.9252928793430328,0.0,0.5,0.5,-0.5
2018-12-20,1,0,0,1,-1.0,0.8400252461433411,0.0,0.0,1.0,-1.0
2018-12-23,2,0,1,1,-0.5,0.7846888601779938,0.0,0.5,0.5,-0.5
2018-12-24,1,0,0,1,-1.0,0.9297071099281312,0.0,0.0,1.0,-1.0
2018-12-25,3,0,2,1,-0.3333333333333333,0.9107692639032999,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2018-12-26,3,1,2,0,0.3333333333333333,0.8361738125483195,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
2018-12-27,1,0,0,1,-1.0,0.8539115190505981,0.0,0.0,1.0,-1.0
2018-12-31,1,0,0,1,-1.0,0.8981404304504395,0.0,0.0,1.0,-1.0
2019-01-02,1,0,0,1,-1.0,0.954526424407959,0.0,0.0,1.0,-1.0
2019-01-03,1,0,0,1,-1.0,0.9230351448059082,0.0,0.0,1.0,-1.0
2019-01-06,1,0,0,1,-1.0,0.9578381776809692,0.0,0.0,1.0,-1.0
2019-01-07,2,1,1,0,0.5,0.7749693095684052,0.5,0.5,0.0,0.5
2019-01-08,2,0,1,1,-0.5,0.7708673477172852,0.0,0.5,0.5,-0.5
2019-01-09,1,1,0,0,1.0,0.800689697265625,1.0,0.0,0.0,1.0
2019-01-10,1,1,0,0,1.0,0.6911091208457947,1.0,0.0,0.0,1.0
2019-01-13,6,0,4,2,-0.3333333333333333,0.9240525464216868,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-01-14,1,0,0,1,-1.0,0.4886290729045868,0.0,0.0,1.0,-1.0
2019-01-15,2,0,2,0,0.0,0.8359512090682983,0.0,1.0,0.0,0.0
2019-01-16,1,0,0,1,-1.0,0.946231722831726,0.0,0.0,1.0,-1.0
2019-01-17,1,0,0,1,-1.0,0.9640071392059326,0.0,0.0,1.0,-1.0
2019-01-20,1,0,0,1,-1.0,0.9153664112091064,0.0,0.0,1.0,-1.0
2019-01-21,1,0,0,1,-1.0,0.9537681341171264,0.0,0.0,1.0,-1.0
2019-01-22,1,1,0,0,1.0,0.4185842871665954,1.0,0.0,0.0,1.0
2019-01-23,1,0,1,0,0.0,0.4482952356338501,0.0,1.0,0.0,0.0
2019-01-24,1,0,0,1,-1.0,0.9488877654075624,0.0,0.0,1.0,-1.0
2019-01-27,1,0,0,1,-1.0,0.9039567112922668,0.0,0.0,1.0,-1.0
2019-01-28,1,0,0,1,-1.0,0.6160020232200623,0.0,0.0,1.0,-1.0
2019-01-29,1,0,0,1,-1.0,0.9458903670310974,0.0,0.0,1.0,-1.0
2019-01-30,1,0,0,1,-1.0,0.893907368183136,0.0,0.0,1.0,-1.0
2019-02-03,1,0,0,1,-1.0,0.9067519307136536,0.0,0.0,1.0,-1.0
2019-02-04,2,0,1,1,-0.5,0.8821196556091309,0.0,0.5,0.5,-0.5
2019-02-05,2,0,2,0,0.0,0.8443652093410492,0.0,1.0,0.0,0.0
2019-02-06,3,0,2,1,-0.3333333333333333,0.9344751437505087,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-02-07,2,0,1,1,-0.5,0.9163827300071716,0.0,0.5,0.5,-0.5
2019-02-10,2,0,1,1,-0.5,0.9054102003574371,0.0,0.5,0.5,-0.5
2019-02-11,1,1,0,0,1.0,0.6710216999053955,1.0,0.0,0.0,1.0
2019-02-12,2,0,1,1,-0.5,0.9036193490028381,0.0,0.5,0.5,-0.5
2019-02-13,2,0,1,1,-0.5,0.9304180443286896,0.0,0.5,0.5,-0.5
2019-02-14,2,0,1,1,-0.5,0.9481297135353088,0.0,0.5,0.5,-0.5
2019-02-15,1,0,1,0,0.0,0.8966889977455139,0.0,1.0,0.0,0.0
2019-02-17,1,0,0,1,-1.0,0.911820352077484,0.0,0.0,1.0,-1.0
2019-02-18,2,0,1,1,-0.5,0.8895076513290405,0.0,0.5,0.5,-0.5
2019-02-19,1,1,0,0,1.0,0.8470255136489868,1.0,0.0,0.0,1.0
2019-02-20,3,0,2,1,-0.3333333333333333,0.9032526612281799,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-02-21,2,0,2,0,0.0,0.720532238483429,0.0,1.0,0.0,0.0
2019-02-22,1,0,1,0,0.0,0.4958936870098114,0.0,1.0,0.0,0.0
2019-02-26,1,0,0,1,-1.0,0.8471695184707642,0.0,0.0,1.0,-1.0
2019-03-05,2,1,1,0,0.5,0.6974431723356247,0.5,0.5,0.0,0.5
2019-03-06,1,0,1,0,0.0,0.4959058761596679,0.0,1.0,0.0,0.0
2019-03-07,2,1,1,0,0.5,0.7558002471923828,0.5,0.5,0.0,0.5
2019-03-10,5,1,1,3,-0.4,0.7910565614700318,0.2,0.2,0.6,-0.4
2019-03-11,1,1,0,0,1.0,0.4157000780105591,1.0,0.0,0.0,1.0
2019-03-12,2,1,1,0,0.5,0.9131826162338257,0.5,0.5,0.0,0.5
2019-03-14,2,0,2,0,0.0,0.7241714298725128,0.0,1.0,0.0,0.0
2019-03-17,2,0,1,1,-0.5,0.4992518573999405,0.0,0.5,0.5,-0.5
2019-03-18,3,0,2,1,-0.3333333333333333,0.8713182608286539,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-03-19,3,0,2,1,-0.3333333333333333,0.9033566315968832,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-03-21,3,0,2,1,-0.3333333333333333,0.8412808775901794,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-03-22,2,0,2,0,0.0,0.9283845722675323,0.0,1.0,0.0,0.0
2019-03-24,2,0,0,2,-1.0,0.8824975490570068,0.0,0.0,1.0,-1.0
2019-03-25,1,0,0,1,-1.0,0.9181830883026124,0.0,0.0,1.0,-1.0
2019-03-26,3,1,1,1,0.0,0.7097888787587484,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2019-03-27,3,0,2,1,-0.3333333333333333,0.8086225390434265,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-03-28,2,0,2,0,0.0,0.66720150411129,0.0,1.0,0.0,0.0
2019-03-29,1,0,1,0,0.0,0.9504064917564392,0.0,1.0,0.0,0.0
2019-03-31,4,0,3,1,-0.25,0.9307564496994019,0.0,0.75,0.25,-0.25
2019-04-02,3,1,2,0,0.3333333333333333,0.7513207097848257,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
2019-04-03,4,0,3,1,-0.25,0.9252163022756577,0.0,0.75,0.25,-0.25
2019-04-04,1,0,0,1,-1.0,0.8794108033180237,0.0,0.0,1.0,-1.0
2019-04-07,1,1,0,0,1.0,0.4160602390766144,1.0,0.0,0.0,1.0
2019-04-08,2,0,2,0,0.0,0.6633492559194565,0.0,1.0,0.0,0.0
2019-04-09,3,0,2,1,-0.3333333333333333,0.9366704225540161,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-04-10,2,1,1,0,0.5,0.739710658788681,0.5,0.5,0.0,0.5
2019-04-11,1,0,1,0,0.0,0.8633654713630676,0.0,1.0,0.0,0.0
2019-04-16,2,1,1,0,0.5,0.7266699075698853,0.5,0.5,0.0,0.5
2019-04-17,5,0,5,0,0.0,0.8366288602352142,0.0,1.0,0.0,0.0
2019-04-18,2,1,1,0,0.5,0.73135706782341,0.5,0.5,0.0,0.5
2019-04-21,1,1,0,0,1.0,0.9099785089492798,1.0,0.0,0.0,1.0
2019-04-22,2,0,2,0,0.0,0.7410340011119843,0.0,1.0,0.0,0.0
2019-04-23,1,1,0,0,1.0,0.7147088646888733,1.0,0.0,0.0,1.0
2019-04-24,1,1,0,0,1.0,0.6799737811088562,1.0,0.0,0.0,1.0
2019-04-25,2,1,1,0,0.5,0.7899087369441986,0.5,0.5,0.0,0.5
2019-04-28,2,1,1,0,0.5,0.7394428253173828,0.5,0.5,0.0,0.5
2019-04-29,1,0,0,1,-1.0,0.8340504169464111,0.0,0.0,1.0,-1.0
2019-04-30,1,0,0,1,-1.0,0.8256286382675171,0.0,0.0,1.0,-1.0
2019-05-02,2,0,1,1,-0.5,0.8082258105278015,0.0,0.5,0.5,-0.5
2019-05-05,3,1,1,1,0.0,0.8117297093073527,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2019-05-06,1,1,0,0,1.0,0.5906155705451965,1.0,0.0,0.0,1.0
2019-05-08,1,0,1,0,0.0,0.9223209619522096,0.0,1.0,0.0,0.0
2019-05-09,1,0,1,0,0.0,0.9421901106834412,0.0,1.0,0.0,0.0
2019-05-12,3,1,2,0,0.3333333333333333,0.7809509038925171,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
2019-05-13,2,0,2,0,0.0,0.812865138053894,0.0,1.0,0.0,0.0
2019-05-14,1,0,1,0,0.0,0.6643697619438171,0.0,1.0,0.0,0.0
2019-05-16,3,0,1,2,-0.6666666666666666,0.7355738679567972,0.0,0.3333333333333333,0.6666666666666666,-0.6666666666666666
2019-05-19,2,0,1,1,-0.5,0.8371725976467133,0.0,0.5,0.5,-0.5
2019-05-20,3,0,1,2,-0.6666666666666666,0.8222365379333496,0.0,0.3333333333333333,0.6666666666666666,-0.6666666666666666
2019-05-21,2,0,1,1,-0.5,0.9108463227748871,0.0,0.5,0.5,-0.5
2019-05-22,1,1,0,0,1.0,0.4181030988693237,1.0,0.0,0.0,1.0
2019-05-23,1,0,0,1,-1.0,0.612040638923645,0.0,0.0,1.0,-1.0
2019-05-26,2,0,1,1,-0.5,0.7458126842975616,0.0,0.5,0.5,-0.5
2019-05-27,3,1,2,0,0.3333333333333333,0.7963578303654989,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
2019-05-28,4,1,3,0,0.25,0.6572373658418655,0.25,0.75,0.0,0.25
2019-05-29,1,0,1,0,0.0,0.6801207661628723,0.0,1.0,0.0,0.0
2019-05-30,1,0,1,0,0.0,0.4020426273345947,0.0,1.0,0.0,0.0
2019-06-02,4,0,3,1,-0.25,0.9325567036867142,0.0,0.75,0.25,-0.25
2019-06-03,1,0,0,1,-1.0,0.9405369758605956,0.0,0.0,1.0,-1.0
2019-06-04,2,0,1,1,-0.5,0.9322074055671692,0.0,0.5,0.5,-0.5
2019-06-06,3,0,0,3,-1.0,0.7789879043896993,0.0,0.0,1.0,-1.0
2019-06-07,2,0,2,0,0.0,0.9521057307720184,0.0,1.0,0.0,0.0
2019-06-10,6,0,4,2,-0.3333333333333333,0.9230311711629232,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-06-11,5,0,5,0,0.0,0.917200756072998,0.0,1.0,0.0,0.0
2019-06-12,1,0,0,1,-1.0,0.9041065573692322,0.0,0.0,1.0,-1.0
2019-06-13,1,0,0,1,-1.0,0.9439706206321716,0.0,0.0,1.0,-1.0
2019-06-14,1,0,1,0,0.0,0.9198916554450988,0.0,1.0,0.0,0.0
2019-06-16,1,0,0,1,-1.0,0.9386001229286194,0.0,0.0,1.0,-1.0
2019-06-17,3,0,2,1,-0.3333333333333333,0.8131871223449707,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-06-18,3,0,2,1,-0.3333333333333333,0.899563709894816,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-06-19,2,0,0,2,-1.0,0.6510889530181885,0.0,0.0,1.0,-1.0
2019-06-20,1,0,1,0,0.0,0.8368380069732666,0.0,1.0,0.0,0.0
2019-06-23,4,0,3,1,-0.25,0.8203966021537781,0.0,0.75,0.25,-0.25
2019-06-24,3,0,3,0,0.0,0.7888480623563131,0.0,1.0,0.0,0.0
2019-06-26,1,0,0,1,-1.0,0.8472832441329956,0.0,0.0,1.0,-1.0
2019-06-27,2,0,1,1,-0.5,0.6170584708452225,0.0,0.5,0.5,-0.5
2019-06-28,1,0,0,1,-1.0,0.9568077325820924,0.0,0.0,1.0,-1.0
2019-06-30,3,0,2,1,-0.3333333333333333,0.9160215059916178,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
2019-07-01,2,0,1,1,-0.5,0.8752411305904388,0.0,0.5,0.5,-0.5
2019-07-02,4,0,4,0,0.0,0.7910542190074921,0.0,1.0,0.0,0.0
2019-07-07,3,0,3,0,0.0,0.8537534276644388,0.0,1.0,0.0,0.0
2019-07-08,4,0,3,1,-0.25,0.9127611368894577,0.0,0.75,0.25,-0.25
2019-07-09,3,0,3,0,0.0,0.7643112738927206,0.0,1.0,0.0,0.0
